year,area,state
2006,1581.380878957816,MATO GROSSO DO SUL
2006,2628.9016235037075,TOCANTINS
2006,2731.761158280329,MATO GROSSO
2006,2459.8753436259876,GOIÁS
2006,214.25666346782074,SÃO PAULO
2005,214.25666346782074,SÃO PAULO
2005,2791.033259201415,MINAS GERAIS
2005,0.26009889205705655,PARÁ
2005,1581.380878957816,MATO GROSSO DO SUL
2005,2731.761158280329,MATO GROSSO
2005,0.13635384844226567,RONDÔNIA
2005,27.364355677114624,DISTRITO FEDERAL
2005,26.371641936552656,PARANÁ
2005,2628.9016235037075,TOCANTINS
2005,1799.8362449873512,BAHIA
2005,2375.8777175054543,MARANHÃO
2005,976.1589361209707,PIAUÍ
2005,2459.8753436259876,GOIÁS
2004,6630.406672113486,MATO GROSSO
2004,81.99839665986073,DISTRITO FEDERAL
2004,2845.812426596021,MARANHÃO
2004,4728.795921854338,MINAS GERAIS
2004,209.95277559870334,SÃO PAULO
2004,1.20462910658676,PARÁ
2004,2700.055169933355,BAHIA
2004,2349.068492861043,MATO GROSSO DO SUL
2004,15.581378712696592,PARANÁ
2004,1119.229683110427,PIAUÍ
2004,3078.9977984249117,TOCANTINS
2004,6.395774871645883,RONDÔNIA
2004,6172.828983810029,GOIÁS
2003,1.20462910658676,PARÁ
2003,2349.068492861043,MATO GROSSO DO SUL
2003,6630.406672113486,MATO GROSSO
2003,6.395774871645883,RONDÔNIA
2003,81.99839665986073,DISTRITO FEDERAL
2003,15.581378712696592,PARANÁ
2003,3078.9977984249117,TOCANTINS
2003,2700.055169933355,BAHIA
2003,2845.812426596021,MARANHÃO
2003,1119.229683110427,PIAUÍ
2003,6172.828983810029,GOIÁS
2003,209.95277559870334,SÃO PAULO
2003,4728.795921854338,MINAS GERAIS
2002,6621.055558240622,GOIÁS
2002,1.5143294883170066,RONDÔNIA
2002,2303.945680876828,MARANHÃO
2002,182.6522108913227,SÃO PAULO
2002,12.629641170749231,DISTRITO FEDERAL
2002,2285.0821062379755,BAHIA
2002,0.3257018024621087,PARÁ
2002,28.897912702579518,PARANÁ
2002,2828.7290140621267,MATO GROSSO DO SUL
2002,479.7642185371548,PIAUÍ
2002,5317.038505782347,MATO GROSSO
2002,2904.460440884012,TOCANTINS
2002,6457.526288128504,MINAS GERAIS
2001,6457.526288128504,MINAS GERAIS
2001,0.3257018024621087,PARÁ
2001,2828.7290140621267,MATO GROSSO DO SUL
2001,5317.038505782347,MATO GROSSO
2001,1.5143294883170066,RONDÔNIA
2001,12.629641170749231,DISTRITO FEDERAL
2001,28.897912702579518,PARANÁ
2001,2904.460440884012,TOCANTINS
2001,2285.0821062379755,BAHIA
2001,2303.945680876828,MARANHÃO
2001,479.7642185371548,PIAUÍ
2001,6621.055558240622,GOIÁS
2001,182.6522108913227,SÃO PAULO
